JENIS_DAGANGAN,BULAN,TAHUN,NEGERI,KAWASAN,SAIZ_SYARIKAT,KOD_DESTINASI_EKSPORT,KOD_NEGARA_ASAL,KAWASAN_EKONOMI,JUMLAH_DAGANGAN_RM,BARANGAN_UTAMA,DESTINASI_EKSPORT,NEGARA_ASAL
EKSPORT,12,2023,JOHOR,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",9.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Korea, Republic of",Malaysia
EKSPORT,12,2024,SELANGOR,SEMENANJUNG,SME_MEDIUM,CN,MY,"OTHER COUNTRIES, NES",44.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,China,Malaysia
EKSPORT,11,2024,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,16309.0,LITAR ELEKTRONIK BERSEPADU,Singapore,Malaysia
EKSPORT,3,2016,KEDAH,SEMENANJUNG,LARGE,US,MY,NAFTA,92750.0,PERABUT KAYU DAN ROTAN,United States of America,Malaysia
EKSPORT,6,2023,SABAH,SABAH,LARGE,SG,MY,AFTA,5000.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,7,2018,JOHOR,SEMENANJUNG,LARGE,TH,MY,AFTA,151345.0,LITAR ELEKTRONIK BERSEPADU,Thailand,Malaysia
EKSPORT,6,2014,SELANGOR,SEMENANJUNG,LARGE,US,MY,NAFTA,529851.6,OLEOKIMIA BERASASKAN KELAPA SAWIT,United States of America,Malaysia
EKSPORT,1,2020,SELANGOR,ZON BEBAS,LARGE,FR,MY,EU,64937.52,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,France,Malaysia
EKSPORT,12,2023,SELANGOR,ZON BEBAS,LARGE,AU,MY,"OTHER COUNTRIES, NES",1118.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Australia,Malaysia
EKSPORT,6,2024,SELANGOR,SEMENANJUNG,LARGE,IT,MY,EU,185786.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Italy,Malaysia
EKSPORT,4,2024,PULAU PINANG,ZON BEBAS,SME_MICRO,US,MY,NAFTA,3099928.0,KAYU KUMAI,United States of America,Malaysia
EKSPORT,1,2015,PULAU PINANG,ZON BEBAS,LARGE,AU,MY,"OTHER COUNTRIES, NES",252598.03,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Australia,Malaysia
EKSPORT,6,2022,WP KUALA LUMPUR,SEMENANJUNG,LARGE,BE,MY,EU,15149643.0,KELUARAN PETROLEUM BERTAPIS,Belgium,Malaysia
EKSPORT,10,2016,SELANGOR,SEMENANJUNG,SME_MICRO,IN,MY,SAARC,348980.0,KAYU GERGAJI,India,Malaysia
EKSPORT,3,2023,SELANGOR,SEMENANJUNG,SME_MEDIUM,PH,MY,AFTA,1628.0,"BARANG KEMAS DRPD. EMAS, PERAK DAN PERMATA TERMASUK TIRUAN",Philippines,Malaysia
EKSPORT,6,2023,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,40851.0,PERABUT KAYU DAN ROTAN,Singapore,Malaysia
EKSPORT,11,2020,SELANGOR,SEMENANJUNG,SME_MICRO,ES,MY,EU,1201670.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Spain,Malaysia
EKSPORT,8,2014,JOHOR,SEMENANJUNG,LARGE,UY,MY,LAIA,227574.14,GETAH ASLI,Uruguay,Malaysia
EKSPORT,3,2021,SELANGOR,SEMENANJUNG,LARGE,AE,MY,"OTHER COUNTRIES, NES",6708.0,PERABUT KAYU DAN ROTAN,United Arab Emirates,Malaysia
EKSPORT,7,2020,PULAU PINANG,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",211837.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,"Taiwan, Province of China",Malaysia
EKSPORT,3,2024,SELANGOR,SEMENANJUNG,LARGE,BD,MY,SAARC,181.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Bangladesh,Malaysia
EKSPORT,7,2019,SELANGOR,SEMENANJUNG,LARGE,VN,MY,AFTA,1856605.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,Viet Nam,Malaysia
EKSPORT,5,2019,TERENGGANU,SEMENANJUNG,LARGE,SG,MY,AFTA,24329.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,3,2018,JOHOR,SEMENANJUNG,LARGE,SC,MY,"OTHER COUNTRIES, NES",79808.0,MINYAK KELAPA SAWIT,Seychelles,Malaysia
EKSPORT,11,2019,SELANGOR,SEMENANJUNG,LARGE,IN,MY,SAARC,7697.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,India,Malaysia
EKSPORT,6,2014,SELANGOR,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",78254.61,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,"Taiwan, Province of China",Malaysia
EKSPORT,6,2015,JOHOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,42820.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Singapore,Malaysia
EKSPORT,11,2021,WP KUALA LUMPUR,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",177596.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,"Korea, Republic of",Malaysia
EKSPORT,5,2019,PULAU PINANG,SEMENANJUNG,LARGE,DE,MY,EU,242988.0,LITAR ELEKTRONIK BERSEPADU,Germany,Malaysia
EKSPORT,4,2019,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,138814.0,"MOTOKAR, SUDAH DIPASANG, BARU",Singapore,Malaysia
EKSPORT,12,2022,KEDAH,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",2560138.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Hong Kong,Malaysia
EKSPORT,3,2018,SABAH,SABAH,LARGE,VN,MY,AFTA,416556.04,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Viet Nam,Malaysia
EKSPORT,8,2014,PAHANG,SEMENANJUNG,SME_MICRO,AU,MY,"OTHER COUNTRIES, NES",23619.3,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Australia,Malaysia
EKSPORT,12,2021,KEDAH,SEMENANJUNG,LARGE,CA,MY,NAFTA,134855.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Canada,Malaysia
EKSPORT,8,2015,SELANGOR,SEMENANJUNG,LARGE,PH,MY,AFTA,113728.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Philippines,Malaysia
EKSPORT,6,2016,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,12612.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Singapore,Malaysia
EKSPORT,4,2023,JOHOR,SEMENANJUNG,LARGE,US,MY,NAFTA,22692.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,12,2022,PULAU PINANG,SEMENANJUNG,LARGE,IN,MY,SAARC,107060.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",India,Malaysia
EKSPORT,2,2017,PULAU PINANG,ZON BEBAS,SME_MICRO,SC,MY,"OTHER COUNTRIES, NES",21150.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Seychelles,Malaysia
EKSPORT,7,2017,SELANGOR,SEMENANJUNG,SME_SMALL,PK,MY,SAARC,30643.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Pakistan,Malaysia
EKSPORT,1,2016,SELANGOR,SEMENANJUNG,LARGE,PK,MY,SAARC,142057.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Pakistan,Malaysia
EKSPORT,10,2022,SARAWAK,SARAWAK,LARGE,TH,MY,AFTA,131981251.0,GAS ASLI CECAIR- LNG,Thailand,Malaysia
EKSPORT,10,2021,SELANGOR,SEMENANJUNG,LARGE,VN,MY,AFTA,8541.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Viet Nam,Malaysia
EKSPORT,7,2017,PERAK,SEMENANJUNG,LARGE,US,MY,NAFTA,5827928.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,United States of America,Malaysia
EKSPORT,9,2014,JOHOR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",47805.45,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,China,Malaysia
EKSPORT,5,2017,PULAU PINANG,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",264133.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,7,2018,PAHANG,SEMENANJUNG,LARGE,IN,MY,SAARC,155971.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,India,Malaysia
EKSPORT,1,2016,KEDAH,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",16508.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Japan,Malaysia
EKSPORT,7,2017,JOHOR,SEMENANJUNG,LARGE,TR,MY,"OTHER COUNTRIES, NES",185013.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Turkiye,Malaysia
EKSPORT,3,2021,JOHOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,313812.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,10,2015,JOHOR,ZON BEBAS,SME_SMALL,IN,MY,SAARC,154761.99,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,India,Malaysia
EKSPORT,8,2022,PULAU PINANG,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",2492746.0,KAYU TANGGAM,China,Malaysia
EKSPORT,8,2024,SELANGOR,SEMENANJUNG,LARGE,PG,MY,"OTHER COUNTRIES, NES",259055.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Papua New Guinea,Malaysia
EKSPORT,10,2022,SELANGOR,SEMENANJUNG,SME_MEDIUM,TW,MY,"OTHER COUNTRIES, NES",26937.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.","Taiwan, Province of China",Malaysia
EKSPORT,2,2016,SARAWAK,SARAWAK,LARGE,IQ,MY,"OTHER COUNTRIES, NES",2919708.59,PAPAN LAPIS,Iraq,Malaysia
EKSPORT,4,2021,WP KUALA LUMPUR,SEMENANJUNG,LARGE,SG,MY,AFTA,86392.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,8,2014,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,95102.18,"INJAP DAN TIUB, FOTOSEL, DLL.",Singapore,Malaysia
EKSPORT,4,2020,NEGERI SEMBILAN,SEMENANJUNG,LARGE,DE,MY,EU,275852.0,"INJAP DAN TIUB, FOTOSEL, DLL.",Germany,Malaysia
EKSPORT,1,2015,NEGERI SEMBILAN,SEMENANJUNG,LARGE,US,MY,NAFTA,4852617.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,United States of America,Malaysia
EKSPORT,12,2015,SARAWAK,SARAWAK,SME_MICRO,IN,MY,SAARC,815517.66,KAYU BALAK,India,Malaysia
EKSPORT,12,2017,SELANGOR,SEMENANJUNG,LARGE,MO,MY,"OTHER COUNTRIES, NES",20320.0,PESAWAT UDARA & KELENGKAPAN DAN ALAT GANTI,Macao,Malaysia
EKSPORT,4,2015,SELANGOR,SEMENANJUNG,LARGE,GB,MY,EU,920223.0,PESAWAT UDARA & KELENGKAPAN DAN ALAT GANTI,United Kingdom of Great Britain and Northern Ireland,Malaysia
EKSPORT,7,2024,KEDAH,SEMENANJUNG,SME_MEDIUM,TW,MY,"OTHER COUNTRIES, NES",3644.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.","Taiwan, Province of China",Malaysia
EKSPORT,7,2016,PULAU PINANG,SEMENANJUNG,LARGE,ID,MY,AFTA,4897.0,LADA (HITAM DAN PUTIH),Indonesia,Malaysia
EKSPORT,2,2023,SELANGOR,SEMENANJUNG,LARGE,US,MY,NAFTA,28990.0,LITAR ELEKTRONIK BERSEPADU,United States of America,Malaysia
EKSPORT,11,2018,SELANGOR,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",27892.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Japan,Malaysia
EKSPORT,7,2022,AGENT,SEMENANJUNG,AGENT,MX,MY,AGENT,223553.0,LITAR ELEKTRONIK BERSEPADU,Mexico,Malaysia
EKSPORT,8,2015,PULAU PINANG,SEMENANJUNG,LARGE,AR,MY,LAIA,482262.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Argentina,Malaysia
EKSPORT,5,2021,PERAK,SEMENANJUNG,LARGE,TR,MY,"OTHER COUNTRIES, NES",356890.0,SARUNG TANGAN GETAH,Turkiye,Malaysia
EKSPORT,3,2024,WP KUALA LUMPUR,SEMENANJUNG,LARGE,FR,MY,EU,2805.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,France,Malaysia
EKSPORT,9,2020,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,1543670.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",United States of America,Malaysia
EKSPORT,3,2019,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,99727.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Thailand,Malaysia
EKSPORT,2,2014,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,173354.21,PERABUT KAYU DAN ROTAN,Thailand,Malaysia
EKSPORT,11,2018,PULAU PINANG,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",17377005.0,LITAR ELEKTRONIK BERSEPADU,China,Malaysia
EKSPORT,1,2021,JOHOR,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",76982.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,"Taiwan, Province of China",Malaysia
EKSPORT,5,2022,SELANGOR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",98583.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,China,Malaysia
EKSPORT,7,2018,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,20791.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",United States of America,Malaysia
EKSPORT,10,2020,PULAU PINANG,SEMENANJUNG,LARGE,NL,MY,EU,386563.0,LITAR ELEKTRONIK BERSEPADU,"Netherlands, Kingdom of the",Malaysia
EKSPORT,1,2018,PULAU PINANG,SEMENANJUNG,SME_MICRO,US,MY,NAFTA,76426.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,United States of America,Malaysia
EKSPORT,1,2017,SELANGOR,SEMENANJUNG,LARGE,US,MY,NAFTA,3110550.57,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,10,2024,PULAU PINANG,SEMENANJUNG,LARGE,TH,MY,AFTA,25890.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Thailand,Malaysia
EKSPORT,1,2024,KEDAH,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",29418.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI","Taiwan, Province of China",Malaysia
EKSPORT,4,2024,PULAU PINANG,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",705638.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Hong Kong,Malaysia
EKSPORT,4,2016,PULAU PINANG,SEMENANJUNG,LARGE,TH,MY,AFTA,649290.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Thailand,Malaysia
EKSPORT,9,2024,KELANTAN,SEMENANJUNG,SME_MICRO,AU,MY,"OTHER COUNTRIES, NES",78.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Australia,Malaysia
EKSPORT,1,2024,JOHOR,SEMENANJUNG,LARGE,CA,MY,NAFTA,2422.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Canada,Malaysia
EKSPORT,2,2020,PULAU PINANG,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",9233.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.","Korea, Republic of",Malaysia
EKSPORT,1,2022,SELANGOR,SEMENANJUNG,SME_SMALL,PG,MY,"OTHER COUNTRIES, NES",25882.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Papua New Guinea,Malaysia
EKSPORT,1,2015,JOHOR,SEMENANJUNG,LARGE,US,MY,NAFTA,30138.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,United States of America,Malaysia
EKSPORT,5,2023,PULAU PINANG,SEMENANJUNG,LARGE,VN,MY,AFTA,4368.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Viet Nam,Malaysia
EKSPORT,7,2015,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,5714.0,LITAR ELEKTRONIK BERSEPADU,United States of America,Malaysia
EKSPORT,10,2024,PULAU PINANG,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",56.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",China,Malaysia
EKSPORT,6,2018,JOHOR,SEMENANJUNG,SME_SMALL,ID,MY,AFTA,36703.0,PERABUT KAYU DAN ROTAN,Indonesia,Malaysia
EKSPORT,5,2018,MELAKA,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",220246.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,8,2019,SARAWAK,SARAWAK,LARGE,BN,MY,AFTA,75857.36,PAPAN LAPIS,Brunei Darussalam,Malaysia
EKSPORT,1,2022,MELAKA,SEMENANJUNG,SME_MEDIUM,SG,MY,AFTA,6108.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,8,2022,SELANGOR,SEMENANJUNG,SME_MICRO,HK,MY,"OTHER COUNTRIES, NES",10009.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Hong Kong,Malaysia
EKSPORT,12,2020,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,6629.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,4,2024,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,394.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,9,2014,SELANGOR,SEMENANJUNG,SME_MICRO,ID,MY,AFTA,183948.5,KASUT,Indonesia,Malaysia
EKSPORT,4,2014,MELAKA,SEMENANJUNG,LARGE,SG,MY,AFTA,13053961.09,LITAR ELEKTRONIK BERSEPADU,Singapore,Malaysia
EKSPORT,5,2023,SABAH,SABAH,SME_MEDIUM,JP,MY,"OTHER COUNTRIES, NES",130859.0,KAYU GERGAJI,Japan,Malaysia
EKSPORT,10,2022,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,24294.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,Singapore,Malaysia
EKSPORT,6,2016,JOHOR,SEMENANJUNG,LARGE,PA,MY,"OTHER COUNTRIES, NES",5783.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Panama,Malaysia
EKSPORT,7,2018,JOHOR,SEMENANJUNG,LARGE,SD,MY,"OTHER COUNTRIES, NES",1804051.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,Sudan,Malaysia
EKSPORT,10,2017,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,39535.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Singapore,Malaysia
EKSPORT,1,2017,SELANGOR,SEMENANJUNG,LARGE,SA,MY,"OTHER COUNTRIES, NES",450970.35,PERABUT KAYU DAN ROTAN,Saudi Arabia,Malaysia
EKSPORT,1,2016,SELANGOR,SEMENANJUNG,LARGE,IN,MY,SAARC,1260352.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,India,Malaysia
EKSPORT,9,2020,JOHOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,353611.0,KASUT,Singapore,Malaysia
EKSPORT,8,2014,PULAU PINANG,SEMENANJUNG,LARGE,FR,MY,EU,15478.07,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,France,Malaysia
EKSPORT,8,2014,PAHANG,SEMENANJUNG,SME_SMALL,TH,MY,AFTA,65928.18,OLEOKIMIA BERASASKAN KELAPA SAWIT,Thailand,Malaysia
EKSPORT,1,2020,PULAU PINANG,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",692593.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.","Taiwan, Province of China",Malaysia
EKSPORT,10,2014,AGENT,SEMENANJUNG,AGENT,HK,MY,AGENT,349324.61,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Hong Kong,Malaysia
EKSPORT,1,2023,SELANGOR,SEMENANJUNG,LARGE,BR,MY,LAIA,70791.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Brazil,Malaysia
EKSPORT,10,2022,AGENT,SEMENANJUNG,AGENT,SG,MY,AGENT,84837.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Singapore,Malaysia
EKSPORT,6,2023,SARAWAK,SARAWAK,SME_MICRO,KR,MY,"OTHER COUNTRIES, NES",39506.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Korea, Republic of",Malaysia
EKSPORT,4,2021,JOHOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,855005.0,LAIN-LAIN KAYU- LAIN-LAIN,Singapore,Malaysia
EKSPORT,2,2017,SELANGOR,SEMENANJUNG,LARGE,LK,MY,SAARC,67529.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Sri Lanka,Malaysia
EKSPORT,6,2020,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,255806.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Singapore,Malaysia
EKSPORT,6,2022,SELANGOR,SEMENANJUNG,SME_MEDIUM,VN,MY,AFTA,874.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,Viet Nam,Malaysia
EKSPORT,4,2023,JOHOR,SEMENANJUNG,LARGE,PL,MY,EU,52296.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Poland,Malaysia
EKSPORT,4,2024,WP KUALA LUMPUR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,17396.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Singapore,Malaysia
EKSPORT,1,2020,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,17495.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Thailand,Malaysia
EKSPORT,11,2019,PULAU PINANG,SEMENANJUNG,LARGE,GA,MY,"OTHER COUNTRIES, NES",12596.0,PERABUT KAYU DAN ROTAN,Gabon,Malaysia
EKSPORT,10,2024,SELANGOR,SEMENANJUNG,SME_SMALL,TH,MY,AFTA,1364743.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Thailand,Malaysia
EKSPORT,3,2014,PULAU PINANG,SEMENANJUNG,SME_SMALL,VN,MY,AFTA,74141.48,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Viet Nam,Malaysia
EKSPORT,11,2023,WP KUALA LUMPUR,SEMENANJUNG,SME_MICRO,ID,MY,AFTA,949.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Indonesia,Malaysia
EKSPORT,3,2021,SELANGOR,SEMENANJUNG,LARGE,VN,MY,AFTA,402479.0,SARUNG TANGAN GETAH,Viet Nam,Malaysia
EKSPORT,8,2022,SELANGOR,SEMENANJUNG,LARGE,IN,MY,SAARC,149424.0,SARUNG TANGAN GETAH,India,Malaysia
EKSPORT,11,2021,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,12622.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Singapore,Malaysia
EKSPORT,9,2020,SELANGOR,SEMENANJUNG,SME_SMALL,VN,MY,AFTA,66260.0,KELUARAN PETROLEUM BERTAPIS,Viet Nam,Malaysia
EKSPORT,11,2021,PERAK,SEMENANJUNG,SME_SMALL,TW,MY,"OTHER COUNTRIES, NES",224891.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,"Taiwan, Province of China",Malaysia
EKSPORT,3,2015,SELANGOR,SEMENANJUNG,SME_SMALL,SE,MY,EU,1987987.0,SARUNG TANGAN GETAH,Sweden,Malaysia
EKSPORT,9,2015,SELANGOR,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",5382853.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Japan,Malaysia
EKSPORT,10,2022,JOHOR,ZON BEBAS,LARGE,MV,MY,SAARC,84754506.0,KELUARAN PETROLEUM BERTAPIS,Maldives,Malaysia
EKSPORT,12,2017,SELANGOR,ZON BEBAS,SME_MICRO,VN,MY,AFTA,242991.44,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Viet Nam,Malaysia
EKSPORT,9,2016,SARAWAK,SARAWAK,LARGE,BN,MY,AFTA,1368.72,OLEOKIMIA BERASASKAN KELAPA SAWIT,Brunei Darussalam,Malaysia
EKSPORT,8,2016,PULAU PINANG,SEMENANJUNG,LARGE,MX,MY,NAFTA,15797.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Mexico,Malaysia
EKSPORT,3,2016,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,67081.0,"BATANG PIPIH, BATANG BULAT, DSB DARIPADA BESI DAN KELULI",Singapore,Malaysia
EKSPORT,11,2018,PULAU PINANG,SEMENANJUNG,LARGE,GB,MY,EU,50111.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",United Kingdom of Great Britain and Northern Ireland,Malaysia
EKSPORT,3,2014,SELANGOR,SEMENANJUNG,LARGE,OM,MY,"OTHER COUNTRIES, NES",179080.48,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Oman,Malaysia
EKSPORT,4,2022,JOHOR,SEMENANJUNG,SME_SMALL,NZ,MY,"OTHER COUNTRIES, NES",39960.0,PERABUT KAYU DAN ROTAN,New Zealand,Malaysia
EKSPORT,12,2018,SARAWAK,SARAWAK,SME_SMALL,YE,MY,"OTHER COUNTRIES, NES",924179.1,KAYU GERGAJI,Yemen,Malaysia
