JENIS_DAGANGAN,BULAN,TAHUN,NEGERI,KAWASAN,SAIZ_SYARIKAT,KOD_DESTINASI_EKSPORT,KOD_NEGARA_ASAL,KAWASAN_EKONOMI,JUMLAH_DAGANGAN_RM,BARANGAN_UTAMA,DESTINASI_EKSPORT,NEGARA_ASAL
EKSPORT,10,2015,PULAU PINANG,SEMENANJUNG,SME_MICRO,CN,MY,"OTHER COUNTRIES, NES",129817.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",China,Malaysia
EKSPORT,11,2017,SELANGOR,ZON BEBAS,SME_MICRO,AE,MY,"OTHER COUNTRIES, NES",42208.35,PESAWAT UDARA & KELENGKAPAN DAN ALAT GANTI,United Arab Emirates,Malaysia
EKSPORT,8,2024,PULAU PINANG,SEMENANJUNG,LARGE,CA,MY,NAFTA,351.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,Canada,Malaysia
EKSPORT,11,2020,PULAU PINANG,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,18350.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Singapore,Malaysia
EKSPORT,3,2017,JOHOR,SEMENANJUNG,SME_MEDIUM,SG,MY,AFTA,112951.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,9,2018,PULAU PINANG,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",739777.0,LADA (HITAM DAN PUTIH),Japan,Malaysia
EKSPORT,12,2019,PULAU PINANG,SEMENANJUNG,SME_SMALL,CN,MY,"OTHER COUNTRIES, NES",22664.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",China,Malaysia
EKSPORT,6,2023,KEDAH,SEMENANJUNG,LARGE,CA,MY,NAFTA,150837.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Canada,Malaysia
EKSPORT,9,2015,SELANGOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,15544.0,PERABUT KAYU DAN ROTAN,Singapore,Malaysia
EKSPORT,9,2021,PULAU PINANG,SEMENANJUNG,LARGE,SA,MY,"OTHER COUNTRIES, NES",73857.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Saudi Arabia,Malaysia
EKSPORT,2,2020,JOHOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,3040.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,Singapore,Malaysia
EKSPORT,10,2017,JOHOR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,5000.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Singapore,Malaysia
EKSPORT,11,2018,SELANGOR,SEMENANJUNG,SME_MEDIUM,DE,MY,EU,23098.0,KAIN KAPAS TENUN,Germany,Malaysia
EKSPORT,9,2022,JOHOR,SEMENANJUNG,LARGE,HR,MY,EU,95152.0,MINYAK KELAPA SAWIT,Croatia,Malaysia
EKSPORT,7,2023,PULAU PINANG,SEMENANJUNG,LARGE,HU,MY,EU,7803.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Hungary,Malaysia
EKSPORT,9,2021,SELANGOR,SEMENANJUNG,LARGE,RO,MY,EU,3003581.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Romania,Malaysia
EKSPORT,2,2019,PULAU PINANG,SEMENANJUNG,LARGE,TH,MY,AFTA,33394.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,Thailand,Malaysia
EKSPORT,9,2017,JOHOR,SEMENANJUNG,SME_SMALL,US,MY,NAFTA,150367.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,United States of America,Malaysia
EKSPORT,10,2024,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,13436.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Singapore,Malaysia
EKSPORT,3,2017,PULAU PINANG,SEMENANJUNG,LARGE,CO,MY,LAIA,143721.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Colombia,Malaysia
EKSPORT,8,2015,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,26724.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,1,2014,WP KUALA LUMPUR,SEMENANJUNG,SME_MICRO,US,MY,NAFTA,76369.74,PERABUT KAYU DAN ROTAN,United States of America,Malaysia
EKSPORT,7,2019,SELANGOR,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",13096.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Korea, Republic of",Malaysia
EKSPORT,12,2024,SELANGOR,ZON BEBAS,SME_MICRO,CA,MY,NAFTA,42507.0,PERABUT KAYU DAN ROTAN,Canada,Malaysia
EKSPORT,7,2018,SELANGOR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",38132.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,China,Malaysia
EKSPORT,7,2014,PULAU PINANG,SEMENANJUNG,LARGE,FR,MY,EU,8107.2,"INJAP DAN TIUB, FOTOSEL, DLL.",France,Malaysia
EKSPORT,3,2019,PULAU PINANG,SEMENANJUNG,LARGE,GB,MY,EU,465840.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,United Kingdom of Great Britain and Northern Ireland,Malaysia
EKSPORT,12,2014,SABAH,SABAH,LARGE,BN,MY,AFTA,11713.56,"BATANG PIPIH, BATANG BULAT, DSB DARIPADA BESI DAN KELULI",Brunei Darussalam,Malaysia
EKSPORT,2,2016,SELANGOR,SEMENANJUNG,SME_MICRO,TH,MY,AFTA,915129.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,Thailand,Malaysia
EKSPORT,11,2024,SELANGOR,SEMENANJUNG,SME_MEDIUM,SG,MY,AFTA,11172.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,5,2014,WP KUALA LUMPUR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,28632.54,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,8,2014,PULAU PINANG,SEMENANJUNG,LARGE,NL,MY,EU,142126.1,OLEOKIMIA BERASASKAN KELAPA SAWIT,"Netherlands, Kingdom of the",Malaysia
EKSPORT,8,2023,MELAKA,SEMENANJUNG,LARGE,CA,MY,NAFTA,1778.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Canada,Malaysia
EKSPORT,3,2017,PERAK,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",503806.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Japan,Malaysia
EKSPORT,3,2018,SABAH,SABAH,LARGE,DE,MY,EU,146813.08,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Germany,Malaysia
EKSPORT,11,2021,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,23308.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Singapore,Malaysia
EKSPORT,7,2021,MELAKA,SEMENANJUNG,SME_MEDIUM,ID,MY,AFTA,2000.0,KELUARAN PETROLEUM BERTAPIS,Indonesia,Malaysia
EKSPORT,7,2016,JOHOR,SEMENANJUNG,LARGE,TR,MY,"OTHER COUNTRIES, NES",440779.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,Turkiye,Malaysia
EKSPORT,9,2018,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,197804.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",United States of America,Malaysia
EKSPORT,6,2024,SELANGOR,SEMENANJUNG,LARGE,PH,MY,AFTA,47681.0,PESAWAT UDARA & KELENGKAPAN DAN ALAT GANTI,Philippines,Malaysia
EKSPORT,3,2024,WP KUALA LUMPUR,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",19.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,"Taiwan, Province of China",Malaysia
EKSPORT,2,2024,PULAU PINANG,SEMENANJUNG,LARGE,TH,MY,AFTA,6425755.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,Thailand,Malaysia
EKSPORT,4,2017,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,628802.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,11,2016,JOHOR,SEMENANJUNG,SME_MICRO,KR,MY,"OTHER COUNTRIES, NES",565302.0,KAYU KUMAI,"Korea, Republic of",Malaysia
EKSPORT,4,2014,SELANGOR,SEMENANJUNG,LARGE,MV,MY,SAARC,5250.0,PAPAN LAPIS,Maldives,Malaysia
EKSPORT,2,2017,PULAU PINANG,SEMENANJUNG,LARGE,NL,MY,EU,336643.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Netherlands, Kingdom of the",Malaysia
EKSPORT,11,2024,SELANGOR,SEMENANJUNG,SME_SMALL,GB,MY,EU,161.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,United Kingdom of Great Britain and Northern Ireland,Malaysia
EKSPORT,10,2021,SELANGOR,SEMENANJUNG,LARGE,VN,MY,AFTA,176413.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Viet Nam,Malaysia
EKSPORT,8,2018,SELANGOR,SEMENANJUNG,SME_MICRO,BH,MY,"OTHER COUNTRIES, NES",42585.0,LAIN-LAIN KAYU- LAIN-LAIN,Bahrain,Malaysia
EKSPORT,2,2022,PULAU PINANG,SEMENANJUNG,LARGE,DE,MY,EU,280918.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Germany,Malaysia
EKSPORT,4,2020,PULAU PINANG,ZON BEBAS,LARGE,NZ,MY,"OTHER COUNTRIES, NES",77294.13,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",New Zealand,Malaysia
EKSPORT,1,2024,PULAU PINANG,ZON BEBAS,LARGE,CN,MY,"OTHER COUNTRIES, NES",1525455.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,2,2015,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,572576.0,LITAR ELEKTRONIK BERSEPADU,Singapore,Malaysia
EKSPORT,9,2024,SELANGOR,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",20.0,LITAR ELEKTRONIK BERSEPADU,"Korea, Republic of",Malaysia
EKSPORT,6,2020,SELANGOR,SEMENANJUNG,SME_SMALL,VN,MY,AFTA,693051.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Viet Nam,Malaysia
EKSPORT,2,2017,NEGERI SEMBILAN,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",9498.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Japan,Malaysia
EKSPORT,6,2014,PERAK,SEMENANJUNG,LARGE,IN,MY,SAARC,563666.2,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,India,Malaysia
EKSPORT,6,2024,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,244810.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Thailand,Malaysia
EKSPORT,1,2019,SELANGOR,SEMENANJUNG,SME_SMALL,LK,MY,SAARC,55235.0,KAYU GERGAJI,Sri Lanka,Malaysia
EKSPORT,1,2021,PULAU PINANG,SEMENANJUNG,LARGE,GB,MY,EU,123936.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United Kingdom of Great Britain and Northern Ireland,Malaysia
EKSPORT,10,2023,PULAU PINANG,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",16811.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Japan,Malaysia
EKSPORT,5,2024,SELANGOR,SEMENANJUNG,SME_MICRO,CN,MY,"OTHER COUNTRIES, NES",1130663.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,China,Malaysia
EKSPORT,5,2020,PERAK,SEMENANJUNG,LARGE,US,MY,NAFTA,1700342.0,SARUNG TANGAN GETAH,United States of America,Malaysia
EKSPORT,5,2016,SELANGOR,SEMENANJUNG,SME_MICRO,KR,MY,"OTHER COUNTRIES, NES",237986.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,"Korea, Republic of",Malaysia
EKSPORT,1,2016,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,1223025.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",United States of America,Malaysia
EKSPORT,12,2019,JOHOR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,301292.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,10,2015,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,5365.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Singapore,Malaysia
EKSPORT,4,2014,WP KUALA LUMPUR,SEMENANJUNG,SME_MEDIUM,MP,MY,"OTHER COUNTRIES, NES",42730.0,PAPAN LAPIS,Northern Mariana Islands,Malaysia
EKSPORT,9,2019,SELANGOR,SEMENANJUNG,LARGE,VN,MY,AFTA,108862.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Viet Nam,Malaysia
EKSPORT,12,2015,PULAU PINANG,SEMENANJUNG,LARGE,BH,MY,"OTHER COUNTRIES, NES",5315.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Bahrain,Malaysia
EKSPORT,4,2014,SELANGOR,SEMENANJUNG,LARGE,BR,MY,LAIA,8903261.75,SARUNG TANGAN GETAH,Brazil,Malaysia
EKSPORT,2,2024,SELANGOR,SEMENANJUNG,LARGE,PH,MY,AFTA,321870.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Philippines,Malaysia
EKSPORT,10,2017,PULAU PINANG,SEMENANJUNG,LARGE,GB,MY,EU,131101.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",United Kingdom of Great Britain and Northern Ireland,Malaysia
EKSPORT,1,2023,WP KUALA LUMPUR,SEMENANJUNG,SME_SMALL,CN,MY,"OTHER COUNTRIES, NES",50.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,11,2015,SELANGOR,SEMENANJUNG,LARGE,PH,MY,AFTA,381593.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Philippines,Malaysia
EKSPORT,6,2014,AGENT,SEMENANJUNG,AGENT,US,MY,AGENT,1084759.93,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,United States of America,Malaysia
EKSPORT,3,2021,SELANGOR,SEMENANJUNG,LARGE,TR,MY,"OTHER COUNTRIES, NES",5609858.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Turkiye,Malaysia
EKSPORT,2,2023,JOHOR,SEMENANJUNG,SME_MICRO,TH,MY,AFTA,398915.0,LITAR ELEKTRONIK BERSEPADU,Thailand,Malaysia
EKSPORT,8,2023,WP KUALA LUMPUR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,10540.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,6,2017,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,5986333.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,10,2023,SARAWAK,SARAWAK,SME_MEDIUM,HK,MY,"OTHER COUNTRIES, NES",13053.0,KAYU GERGAJI,Hong Kong,Malaysia
EKSPORT,10,2022,JOHOR,SEMENANJUNG,LARGE,WS,MY,"OTHER COUNTRIES, NES",114066.0,MINYAK KELAPA SAWIT,Samoa,Malaysia
EKSPORT,6,2020,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,1169333.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Thailand,Malaysia
EKSPORT,12,2018,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,13696.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Singapore,Malaysia
EKSPORT,1,2019,MELAKA,SEMENANJUNG,LARGE,SG,MY,AFTA,147606.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,9,2020,SELANGOR,SEMENANJUNG,LARGE,DJ,MY,"OTHER COUNTRIES, NES",126304.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Djibouti,Malaysia
EKSPORT,12,2019,NEGERI SEMBILAN,SEMENANJUNG,LARGE,US,MY,NAFTA,5671.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,United States of America,Malaysia
EKSPORT,1,2024,SELANGOR,SEMENANJUNG,LARGE,PH,MY,AFTA,99398.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Philippines,Malaysia
EKSPORT,1,2017,SELANGOR,SEMENANJUNG,LARGE,JO,MY,"OTHER COUNTRIES, NES",74844.52,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Jordan,Malaysia
EKSPORT,2,2020,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,12508.0,KAYU KUMAI,Singapore,Malaysia
EKSPORT,8,2020,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,224246.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,4,2023,PULAU PINANG,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,100.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Singapore,Malaysia
EKSPORT,10,2015,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,98578.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Thailand,Malaysia
EKSPORT,3,2024,WP KUALA LUMPUR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,147.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Singapore,Malaysia
EKSPORT,10,2016,PERAK,SEMENANJUNG,LARGE,PT,MY,EU,14968.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Portugal,Malaysia
EKSPORT,10,2022,PULAU PINANG,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",273510.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Korea, Republic of",Malaysia
EKSPORT,12,2024,JOHOR,SEMENANJUNG,SME_SMALL,US,MY,NAFTA,911301.0,PESAWAT UDARA & KELENGKAPAN DAN ALAT GANTI,United States of America,Malaysia
EKSPORT,12,2022,SELANGOR,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",48484.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Taiwan, Province of China",Malaysia
EKSPORT,9,2016,PULAU PINANG,SEMENANJUNG,SME_MICRO,DE,MY,EU,275109.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Germany,Malaysia
EKSPORT,10,2016,SELANGOR,ZON BEBAS,SME_MICRO,AU,MY,"OTHER COUNTRIES, NES",4533360.49,OLEOKIMIA BERASASKAN KELAPA SAWIT,Australia,Malaysia
EKSPORT,5,2016,MELAKA,SEMENANJUNG,LARGE,PH,MY,AFTA,5199588.0,LITAR ELEKTRONIK BERSEPADU,Philippines,Malaysia
EKSPORT,3,2022,SELANGOR,ZON BEBAS,SME_MICRO,ZA,MY,"OTHER COUNTRIES, NES",10159.0,SARUNG TANGAN GETAH,South Africa,Malaysia
EKSPORT,6,2015,SELANGOR,SEMENANJUNG,SME_MICRO,TH,MY,AFTA,613180.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Thailand,Malaysia
EKSPORT,9,2021,PULAU PINANG,SEMENANJUNG,LARGE,TH,MY,AFTA,108579.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Thailand,Malaysia
EKSPORT,12,2019,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,14252.0,KAYU TANGGAM,United States of America,Malaysia
EKSPORT,8,2021,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,41052724.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,Singapore,Malaysia
EKSPORT,3,2023,SELANGOR,SEMENANJUNG,SME_MICRO,CA,MY,NAFTA,595.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Canada,Malaysia
EKSPORT,12,2015,JOHOR,SEMENANJUNG,LARGE,ZA,MY,"OTHER COUNTRIES, NES",466944.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,South Africa,Malaysia
EKSPORT,8,2024,WP KUALA LUMPUR,SEMENANJUNG,SME_MICRO,US,MY,NAFTA,4391.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",United States of America,Malaysia
EKSPORT,3,2019,SELANGOR,SEMENANJUNG,LARGE,US,MY,NAFTA,11892697.0,SARUNG TANGAN GETAH,United States of America,Malaysia
EKSPORT,5,2014,AGENT,ZON BEBAS,AGENT,CA,MY,AGENT,17097.21,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Canada,Malaysia
EKSPORT,12,2019,PULAU PINANG,SEMENANJUNG,LARGE,MX,MY,NAFTA,677714.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Mexico,Malaysia
EKSPORT,8,2023,SELANGOR,SEMENANJUNG,LARGE,US,MY,NAFTA,8694.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,10,2022,SABAH,SABAH,SME_SMALL,CN,MY,"OTHER COUNTRIES, NES",220682.0,KAYU GERGAJI,China,Malaysia
EKSPORT,6,2023,SELANGOR,SEMENANJUNG,SME_MICRO,CA,MY,NAFTA,887.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Canada,Malaysia
EKSPORT,2,2017,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,29619.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Thailand,Malaysia
EKSPORT,4,2016,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,7258.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Singapore,Malaysia
EKSPORT,11,2023,AGENT,SEMENANJUNG,AGENT,KH,MY,AGENT,25168.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Cambodia,Malaysia
EKSPORT,10,2019,PULAU PINANG,SEMENANJUNG,SME_MICRO,VN,MY,AFTA,19465.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Viet Nam,Malaysia
EKSPORT,3,2023,SELANGOR,SEMENANJUNG,SME_SMALL,VN,MY,AFTA,410922.0,KELUARAN PETROLEUM BERTAPIS,Viet Nam,Malaysia
EKSPORT,10,2020,PULAU PINANG,ZON BEBAS,LARGE,CA,MY,NAFTA,79418.96,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Canada,Malaysia
EKSPORT,12,2023,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,11078.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,10,2018,PULAU PINANG,SEMENANJUNG,SME_MEDIUM,HK,MY,"OTHER COUNTRIES, NES",98350.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Hong Kong,Malaysia
EKSPORT,3,2015,SELANGOR,SEMENANJUNG,LARGE,BJ,MY,"OTHER COUNTRIES, NES",15703792.0,MINYAK KELAPA SAWIT,Benin,Malaysia
EKSPORT,10,2021,JOHOR,SEMENANJUNG,SME_MEDIUM,ID,MY,AFTA,165494.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Indonesia,Malaysia
EKSPORT,4,2021,WP KUALA LUMPUR,SEMENANJUNG,SME_SMALL,DE,MY,EU,102130.0,KAYU GERGAJI,Germany,Malaysia
EKSPORT,8,2016,PULAU PINANG,SEMENANJUNG,LARGE,AE,MY,"OTHER COUNTRIES, NES",50941.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,United Arab Emirates,Malaysia
EKSPORT,5,2023,SELANGOR,SEMENANJUNG,SME_SMALL,MN,MY,"OTHER COUNTRIES, NES",21449.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Mongolia,Malaysia
EKSPORT,3,2023,WP KUALA LUMPUR,SEMENANJUNG,LARGE,MX,MY,NAFTA,14232.0,LITAR ELEKTRONIK BERSEPADU,Mexico,Malaysia
EKSPORT,5,2018,SELANGOR,SEMENANJUNG,SME_MICRO,PL,MY,EU,13789.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Poland,Malaysia
EKSPORT,12,2023,SELANGOR,SEMENANJUNG,LARGE,US,MY,NAFTA,96.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,United States of America,Malaysia
EKSPORT,3,2023,JOHOR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,10.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,12,2016,JOHOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,215629.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,3,2024,TERENGGANU,SEMENANJUNG,LARGE,CZ,MY,EU,179478.0,KAYU KUMAI,Czechia,Malaysia
EKSPORT,7,2020,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,68396.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Singapore,Malaysia
EKSPORT,12,2017,SARAWAK,SARAWAK,SME_MEDIUM,ZA,MY,"OTHER COUNTRIES, NES",194252.97,KAYU GERGAJI,South Africa,Malaysia
EKSPORT,5,2014,WP KUALA LUMPUR,SEMENANJUNG,LARGE,PG,MY,"OTHER COUNTRIES, NES",11358.77,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Papua New Guinea,Malaysia
EKSPORT,9,2018,PULAU PINANG,SEMENANJUNG,SME_MEDIUM,ET,MY,"OTHER COUNTRIES, NES",10567.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Ethiopia,Malaysia
EKSPORT,6,2023,AGENT,SEMENANJUNG,AGENT,MV,MY,AGENT,120610.0,PERABUT KAYU DAN ROTAN,Maldives,Malaysia
EKSPORT,2,2018,PULAU PINANG,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",142074.0,LITAR ELEKTRONIK BERSEPADU,Hong Kong,Malaysia
EKSPORT,11,2018,SELANGOR,SEMENANJUNG,LARGE,AO,MY,"OTHER COUNTRIES, NES",111225.0,PERABUT KAYU DAN ROTAN,Angola,Malaysia
EKSPORT,8,2024,MELAKA,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,1705.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,Singapore,Malaysia
